MMS ID,File name,Import Type,Update,Tiffs (GB),Title,MARC,MODS,DC,UUID,URL,Oembed Url
99124031002042,Today_1979_March,book,false,,De sphaera liber,,,,6435b13d-0f4e-5f01-b30f-83ffcd25a0e2,https://repository.ou.edu/uuid/6435b13d-0f4e-5f01-b30f-83ffcd25a0e2,https://repository.ou.edu/embed/uuid/6435b13d-0f4e-5f01-b30f-83ffcd25a0e2
